timestamp,pm1 (µg/m³),pm25 (µg/m³),Relative Humidity (%),Temperature (c),pm03 (µg/m³),hour,day_of_week,month
2026-01-11 20:00:00,0,0.66,37.77,8.45,170.69,20,6,1
